filename,Not Working,Working
1710161570013_jpg.rf.15623e31d249ba04d3b11f464fde9748.jpg,0,1
20240305_192822_jpg.rf.3430470ca7440671c413af31e20be174.jpg,1,0
1710161617685_jpg.rf.3bbbc58f4dc392ffaee1e75e7730a2fb.jpg,1,0
20240309_191140_jpg.rf.7cc7a0cbd8dbd97203b732e110e4be62.jpg,0,1
20240309_191907_jpg.rf.7ebfeaff8fdc7f61d275558ef9f25729.jpg,1,0
1710175965896_jpg.rf.f4122469d6930514b9c2c6c974ff9314.jpg,1,0
20240309_193623_jpg.rf.22f94ba4f5d743c30cb99bb5b66c4fa8.jpg,1,0
1710175966012_jpg.rf.9e3ba30a90f510cce614a77cd76cc8d0.jpg,1,0
1710175823983_jpg.rf.64cbb4885bc12deb737c9003d79b3681.jpg,0,1
1709693388274_jpg.rf.8a614e521f9583d462711255cbc0a89b.jpg,1,0
1709693360504_jpg.rf.f90feaeb7b6f5d3b330b3e2918bc5f24.jpg,0,1
1710175824290_jpg.rf.958549a32dbe37819a114c12e29e70b5.jpg,0,1
IMG-20240228-WA0014_jpg.rf.82bdfbb3935fd7657885b5674999d568.jpg,1,0
20240305_193727_jpg.rf.9cc26a4d1f4c253b1bf1949063109992.jpg,0,1
1709693294375_jpg.rf.dbe731596d0244f9d55e16eebf8eb267.jpg,1,0
fault-2-a_jpg.rf.1ddd36f587c926c0f207193f13a5881e.jpg,1,0
1710175823805_jpg.rf.e378e19bfa455441405521986feb6e07.jpg,0,1
1710161617685_jpg.rf.595cadae039ce8495f786cb2fac5c7a9.jpg,1,0
20240229_184001_jpg.rf.1feda99339c7e9bc7022bf1ed1dd82c5.jpg,0,1
20240305_191802_jpg.rf.86d026f6c279f2fab7d61fb5aceb8913.jpg,1,0
20240309_193331_jpg.rf.6e97aebfc5e764b0580717899dcc7d80.jpg,0,1
IMG-20240303-WA0076_jpg.rf.e87deb4790ebedc5ce87ea1e59a3288f.jpg,1,0
IMG_20240301_065526_jpg.rf.634117be350054d968945a11b191ec68.jpg,1,0
1710161570028_jpg.rf.51e4d32e859ebdb3481ce23431c5210e.jpg,0,1
1709693360468_jpg.rf.52c54014880c34ab32f7ab0c6a5d4437.jpg,0,1
IMG20240307184929_01_jpg.rf.efb84473b0af476f74d85f87f3411ad4.jpg,1,0
1710161570252_jpg.rf.eb6641016c6fb3064010dc4baf9cfb74.jpg,0,1
20240305_192822_jpg.rf.5c43d38b0383f24420f67bd05065bb45.jpg,1,0
1710161569996_jpg.rf.e273e9d2ddae92656544ab36e5acbf4a.jpg,0,1
20240309_190827_jpg.rf.276ec1741f47949994933536857f2565.jpg,1,0
WhatsApp-Image-2024-03-09-at-20_40_35_42419255_jpg.rf.12d21da424bcbe535bd8d1deb86de664.jpg,1,0
1710161570252_jpg.rf.edd3c9a56cc12338de3c633808514169.jpg,0,1
IMG-20240303-WA0022_jpg.rf.16a4e561cdd2331ef01889970b0ab471.jpg,0,1
20240309_191140_jpg.rf.66e3da27709acff774978cea54aefc75.jpg,0,1
20240305_192648_jpg.rf.f1b423b1818713887a025ef977f47661.jpg,1,0
1709693360534_jpg.rf.58a4ca2bc26001ee6d9e7369a3ba22f3.jpg,0,1
20240305_192357_jpg.rf.eae7889f8ce0bfbcfca461ad1d73b9f3.jpg,1,0
1710175823629_jpg.rf.74c68c8e6b91db729b4de61a19113269.jpg,0,1
1710175823689_jpg.rf.f8bc5c79809983de9c1aa9c714664a33.jpg,0,1
1710175824090_jpg.rf.dc8924e3e3e7a0707175e38063a4e64d.jpg,0,1
1710161570127_jpg.rf.c2561efe888acdfed97bc68588787f18.jpg,0,1
WhatsApp-Image-2024-03-09-at-20_40_35_1771beaf_jpg.rf.2380900e1b1493db484ed938e18bfbdd.jpg,1,0
1710175823794_jpg.rf.6edc62080819d61b714d18b7dcf8e8dd.jpg,0,1
1710175824290_jpg.rf.10cc389345ed25bf1edf91b6dfec5415.jpg,0,1
WhatsApp-Image-2024-03-09-at-20_40_35_42419255_jpg.rf.b8c59add7037f2ed41b2b77f63a5900f.jpg,1,0
1710175823629_jpg.rf.617e2c466356c09293595dc4a6d1443f.jpg,0,1
1710175824051_jpg.rf.618b69b2a23118179d6844437a5d22ee.jpg,0,1
IMG-20240303-WA0072_jpg.rf.cda63ec1b3df6031f9f6b1762d4d6090.jpg,1,1
1710161570028_jpg.rf.d3e1fc0b854fae1f7d4d740a01badc2e.jpg,0,1
20240305_192332_jpg.rf.a279da431000a316826382834a50b2d2.jpg,0,1
1710175965844_jpg.rf.87aa9259e76922e6c40fac7f0c075c30.jpg,1,0
1710175965744_jpg.rf.f2e928bc59616d09db626624e58461e8.jpg,1,0
20240305_192357_jpg.rf.bf2d21f5c82da978d46e44ea8d5334fc.jpg,1,0
IMG-20240303-WA0021_jpg.rf.9dacf954af086d27ab90f4e2b9e12e51.jpg,0,1
IMG20240307184929_01_jpg.rf.3bd99e6bb9dc554f7278ae12cacf8baa.jpg,1,0
20240305_193619_jpg.rf.20e2cb5f1b5b89e2806b484e4756c62a.jpg,1,0
1710161570287_jpg.rf.4b41781a340e249b4250a19ae27aa37e.jpg,0,1
1710161570078_jpg.rf.0745330831d517847b401e0bfecddd8f.jpg,0,1
IMG-20240309-WA0039_jpg.rf.20d1ba702c4083fa522e3acf7afcb894.jpg,1,0
1709693360435_jpg.rf.f206cbf3824c00575293e4978968e633.jpg,0,1
20240305_193420_jpg.rf.bde7d5e7832c5830e51a1a3cc142ae66.jpg,1,0
IMG-20240228-WA0014_jpg.rf.f82f33edcf0255c85c0ef17d2af73d40.jpg,1,0
20240305_191802_jpg.rf.6219dd57e9c6e457eee0336fdfb492fb.jpg,1,0
WhatsApp-Image-2024-03-09-at-20_40_35_1771beaf_jpg.rf.476969e58c0a29ad976f3420b96bb84d.jpg,1,0
20240302_051214_jpg.rf.bd03a031ceb6819465c04f393e62f507.jpg,1,0
20240309_193623_jpg.rf.7e33601141825947cb6f733d5289d578.jpg,1,0
WhatsApp-Image-2024-03-05-at-21_24_02_7bf51968_jpg.rf.a352d9f16cffdd8d24bb8a4d896cfa30.jpg,1,0
1710161617721_jpg.rf.82b8f82f40d592f4a0de1bd00080010a.jpg,1,0
1709693360477_jpg.rf.62bb665d84938dc7723b0115170089db.jpg,0,1
IMG-20240303-WA0069_jpg.rf.b9b0a1ac53b90764db166d83bb199402.jpg,1,0
1709693360477_jpg.rf.77281df6fe1b6713438d7ddf644618e1.jpg,0,1
IMG-20240303-WA0021_jpg.rf.90a8000ca84f08e989b0f6a099c4dbfc.jpg,0,1
1710161570013_jpg.rf.36a48e8eb8ec67869876b71464470c24.jpg,0,1
20240309_191055_jpg.rf.074b3ab9e9054cac89a2d88a9b015abd.jpg,0,1
20240309_191838_jpg.rf.a068f3726839efa37df1b1db1d1ad0ca.jpg,1,0
1710161617721_jpg.rf.c046d4605f8ab36978e96959a6369bf5.jpg,1,0
20240305_193420_jpg.rf.c055dc2bd5d0aa484c8b302434068aa0.jpg,1,0
20240305_191039_jpg.rf.06833cec4afd7d99301bd83508e740ca.jpg,1,0
IMG20240307203321_jpg.rf.a3fee72b0ee681ee4458eeff9cf77d88.jpg,0,1
1710175965844_jpg.rf.197f398ee20688ee750282a8a0785775.jpg,1,0
20240309_191406_jpg.rf.724fe1b25de93c01120b69f48fae712a.jpg,0,1
20240309_191055_jpg.rf.5bf4696366a443c69de066d2c0e249d0.jpg,0,1
1710175823971_jpg.rf.e7ff58e3e4819e19e165566f418b3358.jpg,0,1
IMG-20240303-WA0069_jpg.rf.c9e30d8e1d5cd0e55247168f612eb58f.jpg,1,0
20240309_192951_jpg.rf.7d6b353a69235b2687a1c3a947744c34.jpg,1,0
IMG-20240228-WA0008_jpg.rf.dd7da01f2415466189940bdbca4df71a.jpg,1,1
1710161570092_jpg.rf.99e71d8979e8e81a379446dbbaedf178.jpg,0,1
1710161570092_jpg.rf.27a690a36e7d9b2079cef1c65e729003.jpg,0,1
1710175823864_jpg.rf.c3cfef4f770ab94305b392188dc648b1.jpg,0,1
20240309_194052_jpg.rf.cda3a16409cf58e2b3c42a69c31fb500.jpg,1,0
IMG-20240303-WA0077_jpg.rf.c362ae074519864eae2ab86230290f44.jpg,1,0
1710175824152_jpg.rf.1533003afdf0f574eb0261ead3e11a38.jpg,0,1
IMG-20240309-WA0004_jpg.rf.3714a800c0ffb4df9c8899ac693d95fc.jpg,0,1
20240309_192951_jpg.rf.85db56dafd3adb1372796dbf55552133.jpg,1,0
IMG-20240228-WA0008_jpg.rf.a908a879132bcf241783342c06b2d3f9.jpg,1,1
20240309_192419_jpg.rf.f07c5382e1cc99c52df7190ec1540cb0.jpg,1,0
1710161570269_jpg.rf.fecbc6cc75cb93156db3c69518ab7915.jpg,0,1
1710175823864_jpg.rf.cee4c291b38b4fc4746eba9442fc2a44.jpg,0,1
IMG-20240303-WA0066_jpg.rf.2eb910b7cf4024a4a0edd691f3c97aca.jpg,1,0
1709693360581_jpg.rf.1dd7d6cab84d97e384bdf438d732ad52.jpg,0,1
IMG-20240309-WA0004_jpg.rf.fc1dd8c87406495868e6b9f6d4d702a0.jpg,0,1
IMG20240307203321_jpg.rf.4759100dcd0c3b3e3650dc85e7383853.jpg,0,1
1710175824152_jpg.rf.96301b1fb2c184419cf88f37fe1b3ab5.jpg,0,1
1710175823971_jpg.rf.0d2f74c119e0bdbee3cca38a8c1be8a9.jpg,0,1
1710175965954_jpg.rf.e5618eb09250140864bd9ebc673f9bdc.jpg,1,0
1710161570269_jpg.rf.ba7c1d79938191ceda401d445f3a2e0f.jpg,0,1
20240305_191039_jpg.rf.eb49bd67c4a5175d98250c0d1a6d2e8a.jpg,1,0
20240305_193053_jpg.rf.801d406df7c34581809c0779796e8890.jpg,1,0
no_wok_jpg.rf.b76a58adac975e5c94af54e782e8593a.jpg,1,0
20240305_191917_jpg.rf.a6e2d230d4cef29cf877692634d04e8e.jpg,0,1
20240309_191838_jpg.rf.77f8407489ffbfb0b638609901c80372.jpg,1,0
20240309_194052_jpg.rf.bbb6e5fed791fab2115dee2334d6be84.jpg,1,0
1710175823931_jpg.rf.26dc1df00e58aa75c3baaf81316d8ea9.jpg,0,1
1709693360504_jpg.rf.29aa5386ca716198d7332444b1a7361e.jpg,0,1
1709693360504_jpg.rf.6f446edc5ffe5582ef38bf402fadb5eb.jpg,0,1
IMG-20240303-WA0027_jpg.rf.31d518c910b7835100e8cfafc890cf6f.jpg,0,1
IMG-20240303-WA0027_jpg.rf.f343f1cc220855cc1be8bee15c07f138.jpg,0,1
20240309_192419_jpg.rf.c13edc24a23ac3ed5cb6f28bd33488fe.jpg,1,0
IMG-20240303-WA0066_jpg.rf.a0577ce907505bc2b6afd7fef0c74a2c.jpg,1,0
IMG-20240303-WA0076_jpg.rf.a8e721562c4dde3a19741153b89ccf87.jpg,1,0
IMG-20240303-WA0042_jpg.rf.7aaff06acfeb95170fefc75939509e7e.jpg,0,1
20240305_193053_jpg.rf.6aadf3b9801b527aa4b4959cb815bb10.jpg,1,0
IMG-20240303-WA0066_jpg.rf.3debed544593d355721a99de41462071.jpg,1,0
1710175965954_jpg.rf.5d7e84e0493e0d15ccfcf1c2b45dfdfd.jpg,1,0
WhatsApp-Image-2024-03-05-at-21_24_02_7bf51968_jpg.rf.c0bf02edd3023466476f3a17c70b6385.jpg,1,0
20240305_192751_jpg.rf.ead6bb6434af2a7637879bfb95e8294a.jpg,1,0
1710161617748_jpg.rf.8cb3891f21be23de88cbe3a0f1390f0e.jpg,1,0
1710161570177_jpg.rf.b02f80f07300e686e10c12258c3d09a8.jpg,1,1
1710161569617_jpg.rf.425e33be00750087e9aa4c47b0b77ddc.jpg,0,1
20240305_191917_jpg.rf.1a4ffa3eaebbc914f8835e696999db52.jpg,0,1
1710175823931_jpg.rf.d28a6b07f3e9872911df6e12f2513ee1.jpg,0,1
1710161570238_jpg.rf.334280273393d69f526fda6bd8eb3dca.jpg,0,1
20240305_193625_jpg.rf.d4d4770dcf6116e7063078acb80d8abc.jpg,1,0
IMG-20240303-WA0033_jpg.rf.06ce138dc2adfee014b35070a9ffccfe.jpg,0,1
no_wok_jpg.rf.92bd1115ce300c7b56a8e77d6dc84a38.jpg,1,0
20240309_192108_jpg.rf.dd5480a4e22987bc240cd73961786756.jpg,1,0
1710161617748_jpg.rf.cb97d73687c2c4a49924808e93111826.jpg,1,0
IMG_20240301_063941_jpg.rf.73b63248ab616f1fc00f85be77d1c41b.jpg,1,0
1710161570238_jpg.rf.01be8e046c236895cb77f5362c5553d9.jpg,0,1
1710175823794_jpg.rf.827ef22c449bbf8e9c42c362837ace2b.jpg,0,1
20240305_193625_jpg.rf.ad2e630bc4ee75ea9a10404e28abf1c3.jpg,1,0
20240309_193331_jpg.rf.0ffb51c220301abb8c21e74932b0e4c2.jpg,0,1
1710161569699_jpg.rf.51dc0441d31b12b97f726b29b7c9366a.jpg,0,1
20240305_192751_jpg.rf.d1408084d80cba0c87ee0511327356fe.jpg,1,0
no_wok_jpg.rf.fd17e9f0310167c56dc1440bfd6418fc.jpg,1,0
1710175965814_jpg.rf.75a0468e894cb69d5c2c72a2d912b80f.jpg,1,0
20240309_191140_jpg.rf.661c1bbee9d0aa704e040a5ec45001a1.jpg,0,1
WhatsApp-Image-2024-03-05-at-21_24_02_7bf51968_jpg.rf.b285cf1e5b6d0a90da4c21746d0090df.jpg,1,0
1710175824090_jpg.rf.20c4e1f7b51e9e166696fe70e8851673.jpg,0,1
IMG-20240303-WA0033_jpg.rf.82ed485adf652384221e13560e727e15.jpg,0,1
20240309_192108_jpg.rf.59e764ee7fa68e2bebcacec9dcd66f42.jpg,1,0
IMG_20240301_063941_jpg.rf.c43211254800a885ae23d9a3f395a40c.jpg,1,0
1709693294375_jpg.rf.8ff20842a189563c43b6dfc1cd10e235.jpg,1,0
20240305_192332_jpg.rf.491a6f96c34ed7c0604e809da063f013.jpg,0,1
1710161569617_jpg.rf.0f9cc829f8832ef2256ea87a6103b2fc.jpg,0,1
IMG-20240303-WA0028_jpg.rf.e525dfd113e665a8867f5db393f4e077.jpg,0,1
20240305_193053_jpg.rf.1c6a0bef60cfcb3047a0d02e5aebcc9b.jpg,1,0
1710161570078_jpg.rf.c81947d7de5d056cba50aef80335e549.jpg,0,1
IMG-20240303-WA0022_jpg.rf.0c5dfa3a0eb9b94449e8edc364f58e96.jpg,0,1
1710161570013_jpg.rf.8e253f37ae441f47687c781fbafe88e8.jpg,0,1
1710175824290_jpg.rf.53e7bf13256fb7855aefdc38b4e267a3.jpg,0,1
IMG-20240228-WA0014_jpg.rf.31887ae1ba064fc121968d6ebe6f23ee.jpg,1,0
1710161569699_jpg.rf.266e0a08f4a3e9076ab5c56c524459e4.jpg,0,1
20240305_191039_jpg.rf.0fc1089a141b6752c17ffe3d1cc309d6.jpg,1,0
IMG-20240309-WA0039_jpg.rf.5d1f16e18cba6889cc4e0f14d2d29bea.jpg,1,0
1709693360435_jpg.rf.6bd986ea35e18b217a4f98236831c131.jpg,0,1
IMG-20240303-WA0021_jpg.rf.aa891d0002127c66371ac5cef1ad8f53.jpg,0,1
20240309_193623_jpg.rf.e5d1a61f91c610a0ad7cf0a5c6539bb0.jpg,1,0
1709693388259_jpg.rf.ca4695011fb957fcfd6f7ad64e330417.jpg,1,0
1710175824328_jpg.rf.6313a16aa6490a02a20d84ddeaf92f0f.jpg,0,1
WhatsApp-Image-2024-03-09-at-19_40_49_4cf65645_jpg.rf.2549a614ee4082aaf80dcade54d1a8f2.jpg,1,0
1710175824226_jpg.rf.64a24fdc36809680199d033252fb12bf.jpg,0,1
1710175823719_jpg.rf.37abfae3af77d87c3474b57b17d39021.jpg,0,1
20240221_192643_jpg.rf.07b4aedd4505a75a6a5c4ea183d37ebb.jpg,0,1
1709693294162_jpg.rf.28a2b67011853f4d3fab2bfc1a47f36b.jpg,1,0
1710175824276_jpg.rf.0af2c5635a760d6b26eec579fea0a5ac.jpg,0,1
IMG-20240303-WA0067_jpg.rf.b8673ca9b1dd6facb48b00db2081aac0.jpg,1,0
20240305_192831_jpg.rf.ca83d3c3a4b5a989f10a8034e585a0b1.jpg,1,0
20240305_192718_jpg.rf.516e502a56888352b7209e543eaa52a2.jpg,1,0
1710175824179_jpg.rf.e8743fa10e923c5d52575d32c6926c79.jpg,0,1
1710161569711_jpg.rf.9847efcac3e8ee4dc613955370fe1b18.jpg,0,1
IMG-20240303-WA0018_jpg.rf.0d2ddfd3d7228dd53012ca068f4f4ba8.jpg,0,1
IMG-20240303-WA0017_jpg.rf.aac1b44124bd430bacce47e0bfcd6a12.jpg,0,1
20240305_192957_jpg.rf.e635db094537e273993d2efb264485b8.jpg,0,1
IMG-20240303-WA0017_jpg.rf.3514eda7ab7b802a7047921e02876409.jpg,0,1
20240309_192045_jpg.rf.1a59d6187a47ef8e86faccd1aaf0df50.jpg,0,1
IMG-20240303-WA0040_jpg.rf.49f5dcdeef4848fa24db648eb0619728.jpg,0,1
IMG-20240309-WA0037_jpg.rf.393f869a49ba9eeb363bd7118984eaf6.jpg,1,0
1710175824226_jpg.rf.22b5b4080c973ffa002d1b759e381c33.jpg,0,1
1709693294162_jpg.rf.f6a9d4503fb2b6f69771bd71fec9869b.jpg,1,0
20240309_192856_jpg.rf.7c7e17d64f0d6063f47eb5d9957a75d1.jpg,1,0
1709693294162_jpg.rf.1db18a2513e649807c591a396a37a46b.jpg,1,0
20240309_192356_jpg.rf.f0924f6a292d9f4caad5e10542b3c63d.jpg,1,0
1710175965876_jpg.rf.4142a146e98ce8df30e07f9908a21b94.jpg,1,0
20240305_192718_jpg.rf.74c0aad0fcedd407017630ce87b98352.jpg,1,0
1710175823719_jpg.rf.078cc6c9e358929d7c647fe3f26bd742.jpg,0,1
20240309_193146_jpg.rf.c548942fcda856dcfe5ab4352eac9a9f.jpg,1,0
20240309_193759_jpg.rf.1ba202efa10dd176b9a14db358f4e550.jpg,1,0
1710175823648_jpg.rf.d83a0d4d120339ebfe813c00f762cc61.jpg,0,1
1709693388259_jpg.rf.eb3730f341a5f623a503c801321c0c62.jpg,1,0
20240309_192045_jpg.rf.807f11d54f21f60d096f523e60005254.jpg,0,1
IMG-20240303-WA0018_jpg.rf.01eab5919515a9a8805f46b577892272.jpg,0,1
1710161569711_jpg.rf.18f22fa0b283c4cbcda21cd5a4cf875c.jpg,0,1
20240221_192643_jpg.rf.0d155c40f1c3c682ea10fc4aa8d06e8d.jpg,0,1
IMG-20240303-WA0017_jpg.rf.238561f282eb0ca0d7f7f4d673142638.jpg,0,1
WhatsApp-Image-2024-03-05-at-21_24_10_1b0de8f2_jpg.rf.ffa0d74279656e90144e35488359846b.jpg,1,0
20240305_191715_jpg.rf.0ffb9be35b1bef3501ab2f94d112f61d.jpg,1,0
20240309_190842_jpg.rf.2e6f4bda35cdd41cbc6bde4c86b92de7.jpg,0,1
IMG-20240303-WA0018_jpg.rf.9293c650cb7cba10bee212e4b27dbe2c.jpg,0,1
IMG-20240303-WA0040_jpg.rf.f5e906aa086045f0417ef60fa93c2f2d.jpg,0,1
WhatsApp-Image-2024-03-03-at-22_57_07_23f76bd5_jpg.rf.355de0036ce6c250a13b7332685766b1.jpg,1,1
IMG-20240303-WA0014_jpg.rf.5ef895a3464213ddaaacf74084fdec23.jpg,0,1
20240309_192523_jpg.rf.7a3400a30a806c789b7008318aedebef.jpg,1,0
1709693388259_jpg.rf.59a4903e4f7c3312893532a00b0ddbbe.jpg,1,0
1710175824226_jpg.rf.c701908f5373e556d42711a8eaade304.jpg,0,1
WhatsApp-Image-2024-03-05-at-21_24_10_1b0de8f2_jpg.rf.beba5bb9d9fc61deafb2c8e12e01d314.jpg,1,0
IMG-20240303-WA0040_jpg.rf.c75d7f4f2505f574e47987ab15bae6d9.jpg,0,1
20240309_192356_jpg.rf.95078386a9c4fe05da74ddb71562d950.jpg,1,0
20240302_040728_jpg.rf.8ff095433ef3cf437a865a2850ab7e06.jpg,0,1
IMG-20240303-WA0014_jpg.rf.2b6f8559508e2a9a2e05d40eff48be15.jpg,0,1
1709693360561_jpg.rf.457eaf41476841ac73295349dc0e24f7.jpg,0,1
20240305_190911_jpg.rf.0c1ef55d8a22cea4126bfa13124d8e11.jpg,1,0
IMG-20240303-WA0019_jpg.rf.cffcf76254f3affe1fdd26358bdcd05b.jpg,0,1
IMG-20240306-WA0037_jpg.rf.336aa4d1652c89e6f74ee0c0c2e3d221.jpg,0,1
20240309_192022_jpg.rf.d357e97cb1208754d07fe31babe34a9b.jpg,1,0
